Company,UNIT NUMBER,UNIT STATUS,CATEGORY,CATEGORY_CLASS_DESC,YEAR,MAKE,MODEL,IN SERVICE DATE,DISPOSAL DATE,Meter
Company C,00G420024,SCRAPPED,FORK,Material Handling Equipment,2000,CATERPILLAR,EC25,09/28/2017,04/08/2024,385
Company C,00G420025,IN SERVICE,FORK,Material Handling Equipment,2000,CATERPILLAR,EC25,09/28/2017,,30000
Company C,00G420026,SCRAPPED,FORK,Material Handling Equipment,2000,CATERPILLAR,EC25,09/28/2017,10/10/2024,1589
Company C,00H420021,SCRAPPED,PLTJCK-DELIV,Material Handling Equipment,2000,CATERPILLAR,NPV60,09/28/2017,05/08/2024,2758
Company C,00Q420022,SCRAPPED,SCRUB,Material Handling Equipment,2000,TENNANT,OTHER,09/28/2017,11/12/2024,791
Company C,00U516188,SCRAPPED,TRAILER-DRY,Trailer,2000,UTILITY,28,09/28/2017,03/22/2024,305238
Company C,00U541376,SCRAPPED,TRAILER-DRY,Trailer,2000,UTILITY,28,09/28/2017,03/22/2024,100
Company B,0103008S,SCRAPPED,LG-R-RAIL,Liftgate,2001,MAXON,BMR 5500,03/31/2001,07/10/2023,0
Company B,0106630,IN SERVICE,LG-R-RAIL,Liftgate,2006,MAXON,BMR 5500,05/02/2008,,0
Company A,0107100374,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/01/2007,,0
Company B,0108127213,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/04/2011,03/26/2021,0
Company B,0109147820,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,03/15/2011,,0
Company B,0109147822,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,03/15/2011,,0
Company B,0109147824,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0109147827,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0109147828,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0109147829,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,12/31/2008,,0
Company B,0109147830,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/15/2009,,0
Company B,0109147832,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0110161632,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,0110161633,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/25/2010,,0
Company B,0110161634,SCRAPPED,LG-R-RAIL,Liftgate,2011,MAXON,BMR 5500,01/01/2011,06/27/2023,0
Company B,0110161636,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/30/2010,,0
Company B,0110161638,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/30/2010,,0
Company B,0110161639,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/30/2010,,0
Company B,0110161640,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,0110161644,SCRAPPED,LG-R-RAIL,Liftgate,2011,MAXON,BMR 5500,01/01/2011,06/27/2023,0
Company B,0110161646,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/25/2010,,0
Company B,0110161647,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,11/12/2024,0
Company B,0110161649,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,0110161650,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,0110161651,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,0110161652,IN SERVICE,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,05/02/2008,,0
Company B,01888C9819,SCRAPPED,REEFER-UNIT,Refrigeration Unit,1998,THERMO KING,OTHER,05/31/2010,06/13/2023,0
Company C,01G331290,SCRAPPED,FORK,Material Handling Equipment,2001,YALE,ERC040,08/15/2017,05/29/2024,1
Company C,01T331093,IN SERVICE,TRAILER-SHUTT,Trailer,2001,TRAILMOBILE,48,08/15/2017,,1
Company C,01T331094,IN SERVICE,TRAILER-SHUTT,Trailer,2001,TRAILMOBILE,48,08/15/2017,,1
Company C,01T331095,IN SERVICE,TRAILER-SHUTT,Trailer,2001,TRAILMOBILE,48,08/15/2017,,170724
Company C,01T331096,IN SERVICE,TRAILER-SHUTT,Trailer,2001,TRAILMOBILE,48,08/15/2017,,1
Company C,01T331097,IN SERVICE,TRAILER-SHUTT,Trailer,2001,TRAILMOBILE,48,08/15/2017,,10
Company C,01U420073,IN SERVICE,TRAILER-DRY,Trailer,2001,UTILITY,28,09/28/2017,,232435
Company B,0205095C,SCRAPPED,LG-R-RAIL,Liftgate,2005,MAXON,BMR 5500,05/02/2008,10/18/2023,0
Company B,0207101020,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,02/13/2024,0
Company B,0207101022,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,02/13/2024,0
Company B,02071015,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,05/28/2024,0
Company B,0207101592,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,02/13/2024,0
Company B,0207101593,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,,0
Company B,0207101598,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,,0
Company B,0207101599,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,,0
Company B,0207101629,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,03/31/2007,11/19/2024,0
Company B,0207101630,SCRAPPED,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,02/22/2011,06/12/2024,0
Company A,0208128802,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,07/01/2008,04/16/2024,0
Company B,0209148135,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0209148140,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0209148143,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/30/2009,,0
Company B,0210162092,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/30/2010,05/16/2024,0
Company B,0210162742,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,01/01/2010,06/13/2023,0
Company A,0210162756,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/29/2011,10/03/2023,0
Company C,02P382027,IN SERVICE,SRVC-RFM,Service Vehicle,2002,CHEVROLET,SILVERADO,07/01/2016,,41828
Company C,02P422025,SOLD,SRVC-PICKUP,Service Vehicle,2002,FORD,F350,09/28/2017,09/11/2024,362691
Company C,02T331504,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,173624
Company C,02T331505,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,204704
Company C,02T331506,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,168965
Company C,02T331507,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,274071
Company C,02T331508,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,41413
Company C,02T331509,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,196510
Company C,02T331510,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,107531
Company C,02T331512,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,100
Company C,02T331513,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,2
Company C,02T331515,IN SERVICE,TRAILER-SHUTT,Trailer,2003,TRAILMOBILE,48,08/15/2017,,160551
Company C,02T420210,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,45,09/28/2017,,186264
Company C,02U420213,SCRAPPED,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,06/21/2024,1
Company C,02U420215,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,,66994
Company C,02U420216,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,07/06/2023,0
Company C,02U420217,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,07/06/2023,0
Company C,02U420218,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,07/06/2023,0
Company C,02U420255,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,,11
Company C,02U420274,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,08/15/2017,05/08/2024,183446
Company C,02U420275,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,09/18/2023,100
Company C,02U420276,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,,100
Company C,02U420277,SOLD,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,10/25/2023,2
Company C,02U420278,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,08/15/2017,,28724
Company C,02U420291,IN SERVICE,TRAILER-DRY,Trailer,2002,TRAILMOBILE,35,09/28/2017,,182696
Company B,030371180,SCRAPPED,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,11/02/2007,05/28/2024,0
Company B,030671182,IN SERVICE,LG-R-RAIL,Liftgate,2006,MAXON,BMR 5500,11/02/2007,,0
Company B,0307104604,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,05/02/2008,,0
Company B,0307104605,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,05/02/2008,,0
Company B,0309152841,SCRAPPED,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/02/2008,01/29/2024,0
Company B,0310165235,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 4400,11/30/2012,05/31/2024,0
Company B,0310670777,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/30/2010,09/26/2023,0
Company C,03G331557,SCRAPPED,FORK,Material Handling Equipment,2003,CATERPILLAR,EC20K,08/15/2017,12/20/2024,6988
Company C,03G331590,IN SERVICE,FORK,Material Handling Equipment,2003,CATERPILLAR,EC20K,09/28/2017,,2582
Company C,03H662751,IN SERVICE,PLTJCK-DELIV,Material Handling Equipment,2003,CATERPILLAR,OTHER,08/15/2017,,1
Company C,03U420328,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,113537
Company C,03U420329,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,07/05/2024,272409
Company C,03U420330,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,09/16/2024,257222
Company C,03U420331,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,274222
Company C,03U420332,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,214158
Company C,03U420333,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,02/29/2024,260681
Company C,03U420334,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,286207
Company C,03U420335,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,01/25/2024,246593
Company C,03U420336,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,08/15/2017,,205426
Company C,03U420337,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,276215
Company C,03U420338,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,262322
Company C,03U420339,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,219086
Company C,03U420340,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,09/16/2024,264774
Company C,03U420341,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,154937
Company C,03U420397,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,01/25/2024,269754
Company C,03U420398,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,273345
Company C,03U420399,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,158133
Company C,03U420400,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,01/25/2024,151634
Company C,03U420401,IN SERVICE,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,09/28/2017,,221849
Company C,03U420402,SOLD,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,08/15/2017,11/06/2023,1
Company C,03U518476,PENDING DECOMMISSION,TRAILER-DRY,Trailer,2003,TRAILMOBILE,35,08/15/2017,07/13/2023,0
Company C,03U518609,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,,1
Company C,03U518618,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,03/22/2024,259639
Company C,03U518619,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,,227610
Company B,04034380,SCRAPPED,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,05/02/2008,02/02/2024,0
Company B,040673543,SCRAPPED,LG-R-RAIL,Liftgate,2006,MAXON,BMR 5500,05/02/2008,01/10/2024,0
Company B,0408132359,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/01/2008,05/10/2024,0
Company B,0408132360,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/01/2008,,0
Company B,0408132429,SCRAPPED,LG-R-CABLE,Liftgate,2008,MAXON,BMR 4400,11/30/2012,05/31/2024,0
Company B,0408132876,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,02/22/2011,12/27/2024,0
Company B,0408132879,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/01/2008,,0
Company B,04081328801,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,02/22/2011,,0
Company B,0408132881,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132882,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,10/25/2023,0
Company B,0408132883,SCRAPPED,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,02/22/2011,06/18/2024,0
Company B,0408132888,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132889,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132893,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132894,IN SERVICE,LG-R-CABLE,Liftgate,2008,MAXON,BMR 5500,02/22/2011,,0
Company B,0408132901,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132902,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132903,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132904,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,02/22/2011,,0
Company B,0408132905,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,02/22/2011,,0
Company B,0408132906,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/01/2008,,0
Company B,0408132907,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,05/31/2008,,0
Company B,0408132914,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408132916,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408132917,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408132919,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408132920,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408132921,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408133575,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0408133579,IN SERVICE,LG-R-RAIL,Liftgate,2008,MAXON,BMR 5500,04/15/2011,,0
Company B,0409150619,SCRAPPED,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,06/12/2009,11/06/2023,0
Company C,04B325233,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,247683
Company C,04B325235,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,05/02/2024,221202
Company C,04B325236,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,446893
Company C,04B325238,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,220264
Company C,04B325243,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,10/19/2023,215063
Company C,04B325244,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,223988
Company C,04B325245,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,03/29/2017,,410561
Company C,04B325247,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,10/19/2023,147564
Company C,04B325248,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,03/29/2017,02/22/2024,405769
Company C,04B325249,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,228269
Company C,04B325254,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,12/19/2016,10/19/2023,196748
Company C,04B325257,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,222060
Company C,04B325258,IN SERVICE,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,,219784
Company C,04B325259,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,06/12/2024,309384
Company C,04B325262,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,05/02/2024,213454
Company C,04B325263,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,10/19/2023,204672
Company C,04B325265,SOLD,TRAC-DAY-SING,Tractor,2004,FREIGHTLINER,M2,01/05/2017,09/12/2023,214432
Company C,04G429043,IN SERVICE,FORK,Material Handling Equipment,2004,HYSTER,E60,09/28/2017,,37586
Company C,04G429045,IN SERVICE,FORK,Material Handling Equipment,2004,HYSTER,OTHER,09/28/2017,,10231
Company C,04H420518,SCRAPPED,PLTJCK-DELIV,Material Handling Equipment,2004,CATERPILLAR,OTHER,09/28/2017,09/07/2023,10857
Company A,04J665172,IN SERVICE,SRVC-RFM,Service Vehicle,2004,GMC,W5500,08/15/2017,,1
Company C,04P422056,IN SERVICE,SRVC-VAN,Service Vehicle,2008,FORD,F150,09/28/2017,,291122
Company C,04S325235,SOLD,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,08/28/2017,02/22/2024,688127
Company C,04S382115,SOLD,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,03/10/2016,06/28/2023,675351
Company C,04S600318,IN SERVICE,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,02/16/2015,,264392
Company C,04S600330,IN SERVICE,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,01/29/2018,,325062
Company C,04S600338,IN SERVICE,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,02/16/2015,,330078
Company C,04S600341,SOLD,TRAC-DAY-TAND,Tractor,2004,FREIGHTLINER,COLUMBIA,03/10/2016,07/20/2023,645946
Company C,04T331732,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,192364
Company C,04T331733,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,1
Company C,04T331734,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,190310
Company C,04T331735,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,185513
Company C,04T331736,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,210005
Company C,04T331737,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,100
Company C,04T331738,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,100
Company C,04T331739,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,143461
Company C,04T331740,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,130742
Company C,04T331741,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,48,08/15/2017,,196639
Company C,04T331742,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,1
Company C,04T331743,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,187667
Company C,04T331744,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,161064
Company C,04T331745,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,196837
Company C,04T331746,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,118336
Company C,04T331747,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,107364
Company C,04T331748,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,100
Company C,04T331749,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,202290
Company C,04T331750,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,207043
Company C,04T331751,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,110
Company C,04T331752,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,241495
Company C,04T331753,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,177011
Company C,04T331754,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,100
Company C,04T331755,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,165556
Company C,04T331756,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,10
Company C,04T331757,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,100
Company C,04T331758,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,41657
Company C,04T331759,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,1
Company C,04T331760,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,214408
Company C,04T331761,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,195029
Company C,04T331762,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,1
Company C,04T331763,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,215379
Company C,04T331764,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,160908
Company C,04T331765,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,10
Company C,04T331766,IN SERVICE,TRAILER-SHUTT,Trailer,2004,TRAILMOBILE,45,08/15/2017,,1
Company C,04T382119,IN SERVICE,TRAILER-STORA,Trailer,2004,UTILITY,45,03/10/2016,,0
Company C,04T382120,IN SERVICE,TRAILER-STORA,Trailer,2004,UTILITY,45,07/01/2016,,0
Company C,04T420363,IN SERVICE,TRAILER-DRY,Trailer,2004,UTILITY,45,10/17/2017,,228189
Company C,04T420364,IN SERVICE,TRAILER-DRY,Trailer,2004,UTILITY,45,10/17/2017,,317530
Company C,04T420365,IN SERVICE,TRAILER-DRY,Trailer,2004,UTILITY,45,10/17/2017,,268048
Company C,04T420366,IN SERVICE,TRAILER-DRY,Trailer,2004,UTILITY,45,10/17/2017,,336789
Company C,04T600379,SOLD,TRAILER-STORA,Trailer,2004,TRAILMOBILE,48,02/16/2015,02/07/2024,10
Company C,04T600383L,SCRAPPED,LG-R-RAIL,Liftgate,2003,WALTCO,WDV-66,06/08/2015,12/20/2023,0
Company C,04T600386,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,48,02/16/2015,12/18/2023,12345
Company C,04T600386L,SCRAPPED,LG-R-RAIL,Liftgate,2003,WALTCO,WDV-66,06/08/2015,12/18/2023,0
Company C,04T600402,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,48,10/09/2016,08/04/2023,1
Company C,04U331768,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,08/03/2023,106247
Company C,04U331769,FOR SALE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,04/29/2024,150312
Company C,04U331770,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,156787
Company C,04U331771,IN SERVICE,TRAILER-STORA,Trailer,2004,TRAILMOBILE,35,08/15/2017,,140512
Company C,04U331772,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,,1
Company C,04U331773,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,07/03/2024,205657
Company C,04U331774,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,171999
Company C,04U331775,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,213366
Company C,04U331776,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,62787
